"Perioden";"Regio's";"Bevolking/Bevolkingssamenstelling op 1 januari/Totale bevolking (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Geslacht/Mannen (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Geslacht/Vrouwen (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Inwoners 15 jaar of ouder (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Ongehuwd (in % van  inwoners 15 jaar of ouder)";"Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Gehuwd (in % van  inwoners 15 jaar of ouder)";"Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Gescheiden (in % van  inwoners 15 jaar of ouder)";"Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Verweduwd (in % van  inwoners 15 jaar of ouder)";"Landbouw/Graasdieren/Rundvee (aantal)";"Landbouw/Graasdieren/Schapen (aantal)";"Lokalisering/Gemeenten (aantal)";"Lokalisering/Wijken (aantal)";"Lokalisering/Buurten (aantal)"
"2009";"Vijfheerenlanden";;;;;;;;;;;;;
"2010";"Vijfheerenlanden";;;;;;;;;;;;;
"2011";"Vijfheerenlanden";;;;;;;;;;;;;
"2012";"Vijfheerenlanden";;;;;;;;;;;;;
"2013";"Vijfheerenlanden";;;;;;;;;;;;;
"2014";"Vijfheerenlanden";;;;;;;;;;;;;
"2015";"Vijfheerenlanden";;;;;;;;;;;;;
"2016";"Vijfheerenlanden";;;;;;;;;;;;;
"2017";"Vijfheerenlanden";;;;;;;;;;;;;
"2008";"Vlaardingen";70860;34470;36390;59466;31,7;51,1;8,9;8,3;174;150;;8;40
"2009";"Vlaardingen";70433;34292;36141;59292;32,5;50,4;8,9;8,2;165;98;;8;40
"2010";"Vlaardingen";70533;34400;36133;59483;32,7;49,9;9,3;8,1;169;140;;8;40
"2011";"Vlaardingen";71269;34798;36471;60140;33,7;48,9;9,5;8;146;156;;8;40
"2012";"Vlaardingen";71042;34710;36332;59851;33,6;49;9,5;7,9;152;130;;8;40
"2013";"Vlaardingen";70905;34612;36293;59744;33,9;48,5;9,8;7,8;131;94;;8;40
"2014";"Vlaardingen";70981;34600;36381;59824;34,2;48,1;10;7,7;135;145;;8;40
"2015";"Vlaardingen";71645;34859;36786;60356;35;47,3;10,1;7,6;101;60;;8;40
"2016";"Vlaardingen";71808;34989;36819;60397;35,2;46,9;10,5;7,5;77;17;;8;40
"2017";"Vlaardingen";71999;35147;36852;60473;35,4;46,6;10,6;7,4;63;37;;8;40
"2008";"Vlagtwedde";16325;8072;8253;13678;25,8;58,3;6,3;9,7;9335;2047;;7;37
"2009";"Vlagtwedde";16268;8037;8231;13676;26,5;57,3;6,4;9,8;9090;2327;;7;37
"2010";"Vlagtwedde";16260;8062;8198;13670;26,4;56,6;7,2;9,7;9439;1723;;7;37
"2011";"Vlagtwedde";16290;8123;8167;13749;27,1;55,8;7,5;9,6;9088;1598;;7;37
"2012";"Vlagtwedde";16260;8111;8149;13721;27,3;55,9;7,6;9,3;9678;2638;;7;37
"2013";"Vlagtwedde";16132;8028;8104;13667;27,5;55,2;8;9,3;9531;1423;;7;37
"2014";"Vlagtwedde";15905;7910;7995;13530;28;54,5;8,1;9,4;9083;1754;;7;37
"2015";"Vlagtwedde";16212;8104;8108;13804;28,9;53,6;8,3;9,2;10169;977;;7;37
"2016";"Vlagtwedde";16422;8282;8140;14088;29,4;53,2;8,4;9;10721;270;;7;37
"2017";"Vlagtwedde";15908;7939;7969;13666;29,5;52,3;8,9;9,3;9394;127;;7;37
"2008";"Vledder";;;;;;;;;;;;;
"2009";"Vledder";;;;;;;;;;;;;
"2010";"Vledder";;;;;;;;;;;;;
"2011";"Vledder";;;;;;;;;;;;;
"2012";"Vledder";;;;;;;;;;;;;
"2013";"Vledder";;;;;;;;;;;;;
"2014";"Vledder";;;;;;;;;;;;;
"2015";"Vledder";;;;;;;;;;;;;
"2016";"Vledder";;;;;;;;;;;;;
"2017";"Vledder";;;;;;;;;;;;;
"2008";"Vleuten-De Meern";;;;;;;;;;;;;
"2009";"Vleuten-De Meern";;;;;;;;;;;;;
"2010";"Vleuten-De Meern";;;;;;;;;;;;;
"2011";"Vleuten-De Meern";;;;;;;;;;;;;
"2012";"Vleuten-De Meern";;;;;;;;;;;;;
"2013";"Vleuten-De Meern";;;;;;;;;;;;;
"2014";"Vleuten-De Meern";;;;;;;;;;;;;
"2015";"Vleuten-De Meern";;;;;;;;;;;;;
"2016";"Vleuten-De Meern";;;;;;;;;;;;;
"2017";"Vleuten-De Meern";;;;;;;;;;;;;
"2008";"Vlieland";1124;544;580;903;36,1;47,1;9,9;7;0;0;;1;2
"2009";"Vlieland";1146;566;580;925;34,9;49,6;9,1;6,4;0;0;;1;2
"2010";"Vlieland";1160;585;575;945;35,2;47;10,9;6,9;0;0;;1;2
"2011";"Vlieland";1151;576;575;957;36,1;46,2;11,6;6,2;0;0;;1;2
"2012";"Vlieland";1105;553;552;922;36;47;11,5;5,5;0;0;;1;2
"2013";"Vlieland";1114;548;566;941;37,6;46;11,3;5,1;0;0;;1;2
"2014";"Vlieland";1110;543;567;954;39;44,9;10,9;5,2;0;0;;1;2
"2015";"Vlieland";1103;543;560;959;39,6;44,2;10,6;5,5;0;0;;1;2
"2016";"Vlieland";1083;525;558;947;38,6;44,9;10,7;5,8;0;0;;1;2
"2017";"Vlieland";1085;533;552;948;40,3;43,9;10,2;5,6;0;0;;1;2
"2008";"Vlijmen";;;;;;;;;;;;;
"2009";"Vlijmen";;;;;;;;;;;;;
"2010";"Vlijmen";;;;;;;;;;;;;
"2011";"Vlijmen";;;;;;;;;;;;;
"2012";"Vlijmen";;;;;;;;;;;;;
"2013";"Vlijmen";;;;;;;;;;;;;
"2014";"Vlijmen";;;;;;;;;;;;;
"2015";"Vlijmen";;;;;;;;;;;;;
"2016";"Vlijmen";;;;;;;;;;;;;
"2017";"Vlijmen";;;;;;;;;;;;;
"2008";"Vlissingen";44798;22308;22490;37851;33,2;49,3;9,8;7,6;471;2792;;8;33
"2009";"Vlissingen";44712;22316;22396;37810;33,2;49,3;9,9;7,7;475;2689;;8;33
"2010";"Vlissingen";44645;22318;22327;37867;32,7;49,1;10,6;7,6;547;2743;;8;33
"2011";"Vlissingen";44536;22192;22344;37807;32,9;48,8;10,7;7,6;611;2808;;8;33
"2012";"Vlissingen";44502;22154;22348;37794;33;48,6;10,8;7,6;583;2314;;8;33
"2013";"Vlissingen";44451;22131;22320;37801;33,3;48,3;10,9;7,6;677;2086;;8;33
"2014";"Vlissingen";44444;22138;22306;37765;33,6;47,6;11,1;7,6;593;1647;;8;33
"2015";"Vlissingen";44485;22174;22311;37871;33,9;47,3;11,3;7,5;748;1183;;8;33
"2016";"Vlissingen";44451;22097;22354;37831;34,1;46,9;11,5;7,4;735;1620;;8;42
"2017";"Vlissingen";44394;22060;22334;37806;34,4;46,4;11,7;7,5;795;2091;;8;42
"2008";"Vlist";9853;4953;4900;7942;29,2;60;4,7;6,1;11139;11167;;4;22
"2009";"Vlist";9808;4931;4877;7916;29,5;59,3;5;6,2;11708;10020;;4;22
"2010";"Vlist";9753;4880;4873;7905;29,4;58,8;5,4;6,3;11351;10200;;4;22
"2011";"Vlist";9806;4887;4919;7999;29,6;58,4;5,4;6,5;11312;9521;;4;22
"2012";"Vlist";9773;4863;4910;8008;30;58;5,7;6,4;10660;7903;;4;22
"2013";"Vlist";9730;4864;4866;7992;30,2;57,5;5,7;6,5;9689;8150;;4;22
"2014";"Vlist";9694;4840;4854;7986;30,4;57,4;5,8;6,4;10971;7010;;4;22
"2015";"Vlist";;;;;;;;;;;;;
"2016";"Vlist";;;;;;;;;;;;;
"2017";"Vlist";;;;;;;;;;;;;
"2008";"Voerendaal";12757;6366;6391;10826;24,8;61,6;6;7,5;2417;312;;2;13
"2009";"Voerendaal";12749;6365;6384;10830;25,1;61,1;6,3;7,6;2386;247;;2;13
"2010";"Voerendaal";12703;6342;6361;10816;25,2;60,2;6,9;7,7;2286;372;;2;13
"2011";"Voerendaal";12664;6299;6365;10782;25,2;60,2;7;7,6;2536;451;;2;13
"2012";"Voerendaal";12664;6314;6350;10796;25,6;59,7;7,1;7,7;2255;176;;2;13
"2013";"Voerendaal";12617;6291;6326;10798;26;58,7;7,6;7,6;2304;198;;6;16
"2014";"Voerendaal";12454;6196;6258;10729;25,9;58,3;7,9;7,9;2303;330;;6;16
"2015";"Voerendaal";12397;6143;6254;10700;26,3;57,7;8,2;7,9;2419;879;;6;16
"2016";"Voerendaal";12482;6170;6312;10757;26,7;56,9;8,5;7,9;2433;953;;6;16
"2017";"Voerendaal";12462;6143;6319;10763;27,3;56,1;8,7;7,9;2282;853;;6;16
"2008";"Voorburg";;;;;;;;;;;;;
"2009";"Voorburg";;;;;;;;;;;;;
"2010";"Voorburg";;;;;;;;;;;;;
"2011";"Voorburg";;;;;;;;;;;;;
"2012";"Voorburg";;;;;;;;;;;;;
"2013";"Voorburg";;;;;;;;;;;;;
"2014";"Voorburg";;;;;;;;;;;;;
"2015";"Voorburg";;;;;;;;;;;;;
"2016";"Voorburg";;;;;;;;;;;;;
"2017";"Voorburg";;;;;;;;;;;;;
"2008";"Voorhout";;;;;;;;;;;;;
"2009";"Voorhout";;;;;;;;;;;;;
"2010";"Voorhout";;;;;;;;;;;;;
"2011";"Voorhout";;;;;;;;;;;;;
"2012";"Voorhout";;;;;;;;;;;;;
"2013";"Voorhout";;;;;;;;;;;;;
"2014";"Voorhout";;;;;;;;;;;;;
"2015";"Voorhout";;;;;;;;;;;;;
"2016";"Voorhout";;;;;;;;;;;;;
"2017";"Voorhout";;;;;;;;;;;;;
"2008";"Voorschoten";22861;10955;11906;18696;29,5;55,6;7,5;7,4;535;618;;1;12
"2009";"Voorschoten";22996;11012;11984;18827;29,9;55;7,7;7,4;562;404;;1;12
"2010";"Voorschoten";23462;11245;12217;19146;29,7;55,1;7,8;7,3;441;392;;1;12
"2011";"Voorschoten";23865;11455;12410;19423;30;54,8;8;7,2;568;405;;1;12
"2012";"Voorschoten";24310;11731;12579;19813;30,6;54,3;8;7,1;927;1126;;1;12
"2013";"Voorschoten";24658;11910;12748;20179;31,3;53,7;8,1;6,9;773;1036;;1;12
"2014";"Voorschoten";24951;12042;12909;20413;31,9;52,9;8,3;6,9;401;747;;1;12
"2015";"Voorschoten";25150;12124;13026;20589;32,2;52,3;8,7;6,8;402;548;;1;12
"2016";"Voorschoten";25211;12106;13105;20660;32,3;52;8,8;6,9;398;128;;1;12
"2017";"Voorschoten";25315;12174;13141;20788;32,7;51,4;9;6,9;341;289;;1;12
"2008";"Voorst";23660;11808;11852;19670;30,6;57,6;4,5;7,2;31012;5086;;4;31
"2009";"Voorst";23706;11818;11888;19756;31,1;57,1;4,6;7,2;31405;4339;;4;31
"2010";"Voorst";23772;11860;11912;19898;31,1;56,7;5,1;7,2;31764;4800;;4;31
"2011";"Voorst";23703;11837;11866;19885;31,2;56,6;5,1;7,1;30891;5265;;4;31
"2012";"Voorst";23719;11843;11876;19926;31,4;56,1;5,4;7;30909;5417;;4;31
"2013";"Voorst";23724;11882;11842;19916;31,6;55,8;5,6;7;31390;6039;;4;31
"2014";"Voorst";23767;11875;11892;19979;32;55;5,9;7;34383;6240;;4;31
"2015";"Voorst";23913;11970;11943;20090;32,3;54,6;6,2;6,9;34834;7079;;4;31
"2016";"Voorst";23984;11981;12003;20166;32,4;54,3;6,3;7;33013;3931;;4;31
"2017";"Voorst";24199;12096;12103;20371;32,6;54;6,5;6,9;30691;4299;;4;31
"2008";"Vorden";;;;;;;;;;;;;
"2009";"Vorden";;;;;;;;;;;;;
"2010";"Vorden";;;;;;;;;;;;;
"2011";"Vorden";;;;;;;;;;;;;
"2012";"Vorden";;;;;;;;;;;;;
"2013";"Vorden";;;;;;;;;;;;;
"2014";"Vorden";;;;;;;;;;;;;
"2015";"Vorden";;;;;;;;;;;;;
"2016";"Vorden";;;;;;;;;;;;;
"2017";"Vorden";;;;;;;;;;;;;
"2008";"Vries";;;;;;;;;;;;;
"2009";"Vries";;;;;;;;;;;;;
"2010";"Vries";;;;;;;;;;;;;
"2011";"Vries";;;;;;;;;;;;;
"2012";"Vries";;;;;;;;;;;;;
"2013";"Vries";;;;;;;;;;;;;
"2014";"Vries";;;;;;;;;;;;;
"2015";"Vries";;;;;;;;;;;;;
"2016";"Vries";;;;;;;;;;;;;
"2017";"Vries";;;;;;;;;;;;;
"2008";"Vriezenveen";;;;;;;;;;;;;
"2009";"Vriezenveen";;;;;;;;;;;;;
"2010";"Vriezenveen";;;;;;;;;;;;;
"2011";"Vriezenveen";;;;;;;;;;;;;
"2012";"Vriezenveen";;;;;;;;;;;;;
"2013";"Vriezenveen";;;;;;;;;;;;;
"2014";"Vriezenveen";;;;;;;;;;;;;
"2015";"Vriezenveen";;;;;;;;;;;;;
"2016";"Vriezenveen";;;;;;;;;;;;;
"2017";"Vriezenveen";;;;;;;;;;;;;
"2008";"Vught";25337;12573;12764;20603;32,9;51,8;7,5;7,8;3018;211;;3;17
"2009";"Vught";25288;12546;12742;20693;33,5;51,3;7,6;7,6;2743;230;;3;17
"2010";"Vught";25400;12596;12804;20846;33,5;50,8;8,1;7,6;2647;233;;3;17
"2011";"Vught";25654;12751;12903;21094;33,9;50,2;8,5;7,4;2625;141;;3;17
"2012";"Vught";25789;12728;13061;21198;33,9;50,1;8,5;7,6;2109;140;;3;17
"2013";"Vught";25564;12659;12905;21095;34;49,4;8,8;7,8;2272;164;;3;17
"2014";"Vught";25638;12719;12919;21236;34,4;49;8,8;7,7;2254;127;;3;17
"2015";"Vught";25853;12817;13036;21431;34,6;48,6;9;7,8;2270;121;;3;17
"2016";"Vught";25973;12849;13124;21550;34,7;48,5;9;7,7;2214;19;;3;17
"2017";"Vught";26183;12995;13188;21676;35,3;48,1;9,2;7,3;2253;27;;3;17
"2008";"Waadhoeke";;;;;;;;;;;;;
"2009";"Waadhoeke";;;;;;;;;;;;;
"2010";"Waadhoeke";;;;;;;;;;;;;
"2011";"Waadhoeke";;;;;;;;;;;;;
"2012";"Waadhoeke";;;;;;;;;;;;;
"2013";"Waadhoeke";;;;;;;;;;;;;
"2014";"Waadhoeke";;;;;;;;;;;;;
"2015";"Waadhoeke";;;;;;;;;;;;;
"2016";"Waadhoeke";;;;;;;;;;;;;
"2017";"Waadhoeke";;;;;;;;;;;;;
"2008";"Waalre";16695;8208;8487;13531;25,8;60,4;6,6;7,3;2022;106;;1;5
"2009";"Waalre";16543;8144;8399;13443;26,2;59,7;6,7;7,3;1785;108;;1;5
"2010";"Waalre";16533;8153;8380;13449;26,2;59,2;7,1;7,5;1896;96;;1;5
"2011";"Waalre";16482;8126;8356;13469;26,3;58,7;7,4;7,6;1720;55;;1;5
"2012";"Waalre";16503;8143;8360;13555;26,8;57,9;7,7;7,7;1624;20;;1;5
"2013";"Waalre";16725;8265;8460;13753;27,5;57,1;7,9;7,5;1591;24;;1;5
"2014";"Waalre";16765;8274;8491;13837;28;56,3;8;7,7;1519;33;;1;5
"2015";"Waalre";16874;8326;8548;13972;28,8;55,2;8,3;7,7;1608;22;;1;5
"2016";"Waalre";17023;8395;8628;14095;29,5;54,4;8,6;7,5;1623;18;;1;5
"2017";"Waalre";16898;8319;8579;14027;29,9;54,1;8,6;7,5;1605;18;;1;5
"2008";"Waalwijk";45641;22678;22963;37847;29,9;56,3;7,3;6,6;5372;2140;;7;32
"2009";"Waalwijk";45744;22758;22986;37961;30,2;55,7;7,4;6,7;5446;2214;;7;32
"2010";"Waalwijk";45751;22751;23000;38052;30;55,4;7,8;6,7;5651;2655;;7;32
"2011";"Waalwijk";46211;22994;23217;38531;30,6;54,8;7,9;6,7;5325;1857;;7;32
"2012";"Waalwijk";46422;23105;23317;38779;31;54,2;8,1;6,7;5235;2051;;7;32
"2013";"Waalwijk";46438;23108;23330;38861;31,3;53,7;8,2;6,8;5357;1966;;7;32
"2014";"Waalwijk";46498;23158;23340;39031;31,5;53,2;8,4;6,9;5240;1991;;3;23
"2015";"Waalwijk";46713;23276;23437;39260;31,9;52,6;8,5;6,9;5288;1946;;3;23
"2016";"Waalwijk";47021;23439;23582;39643;32,4;52,1;8,7;6,9;5477;1672;;3;23
"2017";"Waalwijk";47410;23616;23794;40072;32,8;51,5;8,9;6,8;5162;1553;;3;23
"2008";"Waddinxveen";25638;12724;12914;20820;28,6;59,6;6,1;5,8;288;609;;1;8
"2009";"Waddinxveen";25436;12652;12784;20739;28,9;58,9;6,2;6;242;658;;1;8
"2010";"Waddinxveen";25400;12614;12786;20770;28,8;58,7;6,5;6;226;724;;1;8
"2011";"Waddinxveen";25337;12612;12725;20783;29;58,2;6,8;6;198;626;;1;8
"2012";"Waddinxveen";25280;12601;12679;20749;29;58;6,9;6,1;215;954;;1;8
"2013";"Waddinxveen";25217;12540;12677;20802;29,2;57,8;6,9;6,1;228;1041;;4;22
"2014";"Waddinxveen";25508;12703;12805;21079;29,6;57,3;7,1;6;255;857;;4;22
"2015";"Waddinxveen";25657;12757;12900;21209;29,8;56,6;7,4;6,2;220;253;;4;22
"2016";"Waddinxveen";26072;12965;13107;21620;30,4;56;7,6;6,1;150;89;;4;22
"2017";"Waddinxveen";26536;13192;13344;22001;30,3;56;7,7;5,9;139;58;;4;22
"2008";"Wageningen";36215;17779;18436;31100;50,3;37,9;6;5,7;1730;322;;2;14
"2009";"Wageningen";36695;17932;18763;31595;50,4;37,6;6,1;5,8;1557;374;;2;14
"2010";"Wageningen";37359;18189;19170;32274;50,7;37,4;6,2;5,7;1648;448;;2;14
"2011";"Wageningen";36642;17589;19053;31586;50,4;37,5;6,4;5,7;1483;450;;2;14
"2012";"Wageningen";37049;17766;19283;32002;51,3;36,6;6,5;5,5;1731;702;;2;14
"2013";"Wageningen";37408;18022;19386;32370;51,8;36,3;6,6;5,3;1743;1099;;2;14
"2014";"Wageningen";37429;18018;19411;32498;52;35,9;6,7;5,4;1624;1102;;2;14
"2015";"Wageningen";37786;18199;19587;32888;52,6;35,5;6,6;5,3;1634;916;;2;14
"2016";"Wageningen";37837;18225;19612;32995;52,9;35,2;6,7;5,2;1324;859;;2;14
"2017";"Wageningen";38458;18469;19989;33597;53,7;34,5;6,7;5,2;1369;850;;2;14
"2008";"Warmond";;;;;;;;;;;;;
"2009";"Warmond";;;;;;;;;;;;;
"2010";"Warmond";;;;;;;;;;;;;
"2011";"Warmond";;;;;;;;;;;;;
"2012";"Warmond";;;;;;;;;;;;;
"2013";"Warmond";;;;;;;;;;;;;
"2014";"Warmond";;;;;;;;;;;;;
"2015";"Warmond";;;;;;;;;;;;;
"2016";"Warmond";;;;;;;;;;;;;
"2017";"Warmond";;;;;;;;;;;;;
"2008";"Warnsveld";;;;;;;;;;;;;
"2009";"Warnsveld";;;;;;;;;;;;;
"2010";"Warnsveld";;;;;;;;;;;;;
"2011";"Warnsveld";;;;;;;;;;;;;
"2012";"Warnsveld";;;;;;;;;;;;;
"2013";"Warnsveld";;;;;;;;;;;;;
"2014";"Warnsveld";;;;;;;;;;;;;
"2015";"Warnsveld";;;;;;;;;;;;;
"2016";"Warnsveld";;;;;;;;;;;;;
"2017";"Warnsveld";;;;;;;;;;;;;
"2008";"Waspik";;;;;;;;;;;;;
"2009";"Waspik";;;;;;;;;;;;;
"2010";"Waspik";;;;;;;;;;;;;
"2011";"Waspik";;;;;;;;;;;;;
"2012";"Waspik";;;;;;;;;;;;;
"2013";"Waspik";;;;;;;;;;;;;
"2014";"Waspik";;;;;;;;;;;;;
"2015";"Waspik";;;;;;;;;;;;;
"2016";"Waspik";;;;;;;;;;;;;
"2017";"Waspik";;;;;;;;;;;;;
"2008";"Wassenaar";25763;12261;13502;21111;26,3;56,8;7,8;9,1;1874;933;;2;21
"2009";"Wassenaar";25909;12358;13551;21264;27;56,5;7,8;8,8;1757;1013;;2;21
"2010";"Wassenaar";25816;12319;13497;21247;27,4;55,9;8,1;8,6;1918;1094;;2;21
"2011";"Wassenaar";25830;12297;13533;21350;27,8;55,5;8,1;8,6;1921;913;;2;21
"2012";"Wassenaar";25762;12199;13563;21270;27,9;55,2;8,4;8,6;1530;919;;2;21
"2013";"Wassenaar";25656;12137;13519;21209;28,2;54,7;8,6;8,5;1869;1084;;2;21
"2014";"Wassenaar";25675;12143;13532;21262;28,5;54,3;8,7;8,4;1922;1022;;2;21
"2015";"Wassenaar";25731;12150;13581;21307;28,7;54;9;8,3;1906;983;;2;21
"2016";"Wassenaar";25885;12234;13651;21371;28,9;53,8;9,2;8,1;1926;1179;;2;21
"2017";"Wassenaar";26055;12313;13742;21569;29,5;53,3;9,1;8;1905;1098;;2;21
"2008";"Wateringen";;;;;;;;;;;;;
"2009";"Wateringen";;;;;;;;;;;;;
"2010";"Wateringen";;;;;;;;;;;;;
"2011";"Wateringen";;;;;;;;;;;;;
"2012";"Wateringen";;;;;;;;;;;;;
"2013";"Wateringen";;;;;;;;;;;;;
"2014";"Wateringen";;;;;;;;;;;;;
"2015";"Wateringen";;;;;;;;;;;;;
"2016";"Wateringen";;;;;;;;;;;;;
"2017";"Wateringen";;;;;;;;;;;;;
"2008";"Waterland";17026;8480;8546;14102;30,2;57,6;5,9;6,3;7172;12479;;6;19
"2009";"Waterland";16954;8458;8496;14072;30,5;57,2;6;6,2;7131;10811;;6;19
"2010";"Waterland";17057;8529;8528;14172;30,6;56,8;6,4;6,2;7316;9299;;6;19
"2011";"Waterland";17140;8560;8580;14295;31,2;56,1;6,5;6,2;7249;10626;;6;19
"2012";"Waterland";17010;8480;8530;14213;31,1;55,9;6,7;6,4;6961;9557;;6;19
"2013";"Waterland";17091;8506;8585;14299;31,4;55,2;7,1;6,3;7340;8188;;6;19
"2014";"Waterland";17134;8494;8640;14349;31,6;54,8;7,2;6,4;7534;7684;;6;19
"2015";"Waterland";17143;8462;8681;14352;31,5;54,6;7,5;6,5;7801;6970;;6;19
"2016";"Waterland";17304;8524;8780;14471;32;54,2;7,3;6,4;8079;5907;;6;19
"2017";"Waterland";17290;8525;8765;14486;32,1;53,9;7,5;6,4;7817;5519;;6;19
"2008";"Weerselo";;;;;;;;;;;;;
"2009";"Weerselo";;;;;;;;;;;;;
"2010";"Weerselo";;;;;;;;;;;;;
"2011";"Weerselo";;;;;;;;;;;;;
"2012";"Weerselo";;;;;;;;;;;;;
"2013";"Weerselo";;;;;;;;;;;;;
"2014";"Weerselo";;;;;;;;;;;;;
"2015";"Weerselo";;;;;;;;;;;;;
"2016";"Weerselo";;;;;;;;;;;;;
"2017";"Weerselo";;;;;;;;;;;;;
"2008";"Weert";48305;24197;24108;40216;29,5;56,4;7,1;7;7784;1807;;16;35
"2009";"Weert";48332;24180;24152;40416;30;55,7;7,3;7,1;6055;1709;;16;35
"2010";"Weert";48456;24230;24226;40640;30;55;7,9;7,1;7704;1899;;16;35
"2011";"Weert";48563;24316;24247;40869;30,4;54,4;8;7,2;7378;1321;;16;35
"2012";"Weert";48668;24343;24325;41088;30,8;53,9;8,1;7,2;7042;966;;16;38
"2013";"Weert";48587;24305;24282;41174;31,1;53,3;8,3;7,3;7003;1158;;16;38
"2014";"Weert";48721;24334;24387;41413;31,6;52,6;8,5;7,3;6194;834;;16;38
"2015";"Weert";48914;24437;24477;41710;32,1;51,9;8,7;7,3;5592;819;;16;38
"2016";"Weert";49100;24497;24603;41959;32,6;51,3;8,9;7,3;7394;675;;16;38
"2017";"Weert";49574;24840;24734;42446;33,3;50,4;9;7,3;7128;666;;16;38
"2008";"Weesp";17575;8536;9039;14749;36;48,4;8,5;7,1;2400;2416;;1;8
"2009";"Weesp";17577;8522;9055;14792;36,2;48,1;8,6;7,1;2374;2067;;1;8
"2010";"Weesp";17636;8561;9075;14826;36;47,8;9,1;7,1;2328;1905;;1;8
"2011";"Weesp";17987;8709;9278;15078;36;47,9;9,2;6,9;2451;2130;;1;8
"2012";"Weesp";18022;8728;9294;15086;36;47,5;9,6;6,9;2870;1873;;1;8
"2013";"Weesp";18151;8790;9361;15172;36,5;46,9;9,7;6,9;2532;2088;;1;8
"2014";"Weesp";18172;8770;9402;15192;36,4;46,9;9,8;6,9;2500;2025;;1;8
"2015";"Weesp";18348;8838;9510;15325;36,8;46,5;9,9;6,8;2510;1603;;1;8
"2016";"Weesp";18572;8959;9613;15527;37;46,3;9,9;6,7;2619;1513;;8;19
"2017";"Weesp";18751;9062;9689;15691;37,7;46;9,8;6,5;2438;1292;;8;19
"2008";"Wehl";;;;;;;;;;;;;
"2009";"Wehl";;;;;;;;;;;;;
"2010";"Wehl";;;;;;;;;;;;;
"2011";"Wehl";;;;;;;;;;;;;
"2012";"Wehl";;;;;;;;;;;;;
"2013";"Wehl";;;;;;;;;;;;;
"2014";"Wehl";;;;;;;;;;;;;
"2015";"Wehl";;;;;;;;;;;;;
"2016";"Wehl";;;;;;;;;;;;;
"2017";"Wehl";;;;;;;;;;;;;
"2008";"Werkendam";26415;13211;13204;21292;27,7;62;4,4;5,9;4318;2846;;5;30
"2009";"Werkendam";26409;13225;13184;21284;27,6;61,7;4,7;6,1;4375;2296;;5;30
"2010";"Werkendam";26371;13209;13162;21288;27,3;61,3;5,1;6,2;4302;2499;;5;30
"2011";"Werkendam";26353;13169;13184;21313;27,4;61,1;5,2;6,3;4157;2334;;5;30
"2012";"Werkendam";26423;13187;13236;21368;27,8;60,7;5,2;6,3;4015;2045;;5;30
"2013";"Werkendam";26405;13152;13253;21417;28;60,3;5,3;6,5;4002;2466;;5;30
"2014";"Werkendam";26387;13168;13219;21475;28,4;59,6;5,5;6,5;4080;2379;;5;30
"2015";"Werkendam";26452;13239;13213;21582;28,8;59,2;5,7;6,4;3970;2248;;5;30
"2016";"Werkendam";26527;13282;13245;21724;29,1;58,6;5,9;6,4;3979;1280;;5;30
"2017";"Werkendam";26844;13461;13383;21996;29,5;58,2;6;6,3;3867;1383;;5;30
"2008";"Wervershoof";8600;4386;4214;6790;33,3;55,6;5,2;5,9;1150;1979;;2;5
"2009";"Wervershoof";8705;4445;4260;6935;34;55,2;5;5,8;1160;1344;;2;5
"2010";"Wervershoof";8780;4459;4321;7070;33,6;54,5;5,9;6;1154;1399;;2;5
"2011";"Wervershoof";;;;;;;;;;;;;
"2012";"Wervershoof";;;;;;;;;;;;;
"2013";"Wervershoof";;;;;;;;;;;;;
"2014";"Wervershoof";;;;;;;;;;;;;
"2015";"Wervershoof";;;;;;;;;;;;;
"2016";"Wervershoof";;;;;;;;;;;;;
"2017";"Wervershoof";;;;;;;;;;;;;
"2008";"West Betuwe";;;;;;;;;;;;;
"2009";"West Betuwe";;;;;;;;;;;;;
"2010";"West Betuwe";;;;;;;;;;;;;
"2011";"West Betuwe";;;;;;;;;;;;;
"2012";"West Betuwe";;;;;;;;;;;;;
"2013";"West Betuwe";;;;;;;;;;;;;
"2014";"West Betuwe";;;;;;;;;;;;;
"2015";"West Betuwe";;;;;;;;;;;;;
"2016";"West Betuwe";;;;;;;;;;;;;
"2017";"West Betuwe";;;;;;;;;;;;;
"2008";"West Maas en Waal";18320;9155;9165;14965;28,9;59;5,1;7;10532;7982;;8;16
"2009";"West Maas en Waal";18374;9162;9212;15055;29,1;58,4;5,5;7;10942;6064;;8;16
"2010";"West Maas en Waal";18413;9185;9228;15135;28,9;58,1;6;7;10882;6207;;8;16
"2011";"West Maas en Waal";18301;9150;9151;15113;29,3;57,4;6,1;7,1;11037;4969;;8;16
"2012";"West Maas en Waal";18325;9129;9196;15187;29,7;56,8;6,5;7;11617;5802;;8;16
