Perioden,Regio's,Bevolking/Bevolkingssamenstelling op 1 januari/Totale bevolking (aantal),Bevolking/Bevolkingssamenstelling op 1 januari/Geslacht/Mannen (aantal),Bevolking/Bevolkingssamenstelling op 1 januari/Geslacht/Vrouwen (aantal),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Inwoners 15 jaar of ouder (aantal),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Ongehuwd (in % van  inwoners 15 jaar of ouder),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Gehuwd (in % van  inwoners 15 jaar of ouder),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Gescheiden (in % van  inwoners 15 jaar of ouder),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Verweduwd (in % van  inwoners 15 jaar of ouder),Landbouw/Graasdieren/Rundvee (aantal),Landbouw/Graasdieren/Schapen (aantal),Lokalisering/Gemeenten (aantal),Lokalisering/Wijken (aantal),Lokalisering/Buurten (aantal)
2008,Lichtenvoorde,,,,,,,,,,,,,
2009,Lichtenvoorde,,,,,,,,,,,,,
2010,Lichtenvoorde,,,,,,,,,,,,,
2011,Lichtenvoorde,,,,,,,,,,,,,
2012,Lichtenvoorde,,,,,,,,,,,,,
2013,Lichtenvoorde,,,,,,,,,,,,,
2014,Lichtenvoorde,,,,,,,,,,,,,
2015,Lichtenvoorde,,,,,,,,,,,,,
2016,Lichtenvoorde,,,,,,,,,,,,,
2017,Lichtenvoorde,,,,,,,,,,,,,
2008,Liemeer,,,,,,,,,,,,,
2009,Liemeer,,,,,,,,,,,,,
2010,Liemeer,,,,,,,,,,,,,
2011,Liemeer,,,,,,,,,,,,,
2012,Liemeer,,,,,,,,,,,,,
2013,Liemeer,,,,,,,,,,,,,
2014,Liemeer,,,,,,,,,,,,,
2015,Liemeer,,,,,,,,,,,,,
2016,Liemeer,,,,,,,,,,,,,
2017,Liemeer,,,,,,,,,,,,,
2008,Liempde,,,,,,,,,,,,,
2009,Liempde,,,,,,,,,,,,,
2010,Liempde,,,,,,,,,,,,,
2011,Liempde,,,,,,,,,,,,,
2012,Liempde,,,,,,,,,,,,,
2013,Liempde,,,,,,,,,,,,,
2014,Liempde,,,,,,,,,,,,,
2015,Liempde,,,,,,,,,,,,,
2016,Liempde,,,,,,,,,,,,,
2017,Liempde,,,,,,,,,,,,,
2008,Lienden,,,,,,,,,,,,,
2009,Lienden,,,,,,,,,,,,,
2010,Lienden,,,,,,,,,,,,,
2011,Lienden,,,,,,,,,,,,,
2012,Lienden,,,,,,,,,,,,,
2013,Lienden,,,,,,,,,,,,,
2014,Lienden,,,,,,,,,,,,,
2015,Lienden,,,,,,,,,,,,,
2016,Lienden,,,,,,,,,,,,,
2017,Lienden,,,,,,,,,,,,,
2008,De Lier,,,,,,,,,,,,,
2009,De Lier,,,,,,,,,,,,,
2010,De Lier,,,,,,,,,,,,,
2011,De Lier,,,,,,,,,,,,,
2012,De Lier,,,,,,,,,,,,,
2013,De Lier,,,,,,,,,,,,,
2014,De Lier,,,,,,,,,,,,,
2015,De Lier,,,,,,,,,,,,,
2016,De Lier,,,,,,,,,,,,,
2017,De Lier,,,,,,,,,,,,,
2008,Lieshout,,,,,,,,,,,,,
2009,Lieshout,,,,,,,,,,,,,
2010,Lieshout,,,,,,,,,,,,,
2011,Lieshout,,,,,,,,,,,,,
2012,Lieshout,,,,,,,,,,,,,
2013,Lieshout,,,,,,,,,,,,,
2014,Lieshout,,,,,,,,,,,,,
2015,Lieshout,,,,,,,,,,,,,
2016,Lieshout,,,,,,,,,,,,,
2017,Lieshout,,,,,,,,,,,,,
2008,Liesveld,9771,4896,4875,,,,,,,,,,
2009,Liesveld,9728,4889,4839,,,,,,,,,,
2010,Liesveld,9740,4913,4827,,,,,,,,,,
2011,Liesveld,9746,4899,4847,,,,,,,,,,
2012,Liesveld,9787,4917,4870,,,,,,,,,,
2013,Liesveld,,,,,,,,,,,,,
2014,Liesveld,,,,,,,,,,,,,
2015,Liesveld,,,,,,,,,,,,,
2016,Liesveld,,,,,,,,,,,,,
2017,Liesveld,,,,,,,,,,,,,
2008,Limmen,,,,,,,,,,,,,
2009,Limmen,,,,,,,,,,,,,
2010,Limmen,,,,,,,,,,,,,
2011,Limmen,,,,,,,,,,,,,
2012,Limmen,,,,,,,,,,,,,
2013,Limmen,,,,,,,,,,,,,
2014,Limmen,,,,,,,,,,,,,
2015,Limmen,,,,,,,,,,,,,
2016,Limmen,,,,,,,,,,,,,
2017,Limmen,,,,,,,,,,,,,
2008,Lingewaal,10916,5474,5442,,,,,,,,,,
2009,Lingewaal,10921,5459,5462,,,,,,,,,,
2010,Lingewaal,10899,5456,5443,,,,,,,,,,
2011,Lingewaal,10878,5438,5440,,,,,,,,,,
2012,Lingewaal,10895,5438,5457,,,,,,,,,,
2013,Lingewaal,11007,5482,5525,,,,,,,,,,
2014,Lingewaal,11060,5500,5560,,,,,,,,,,
2015,Lingewaal,11079,5495,5584,,,,,,,,,,
2016,Lingewaal,11112,5527,5585,,,,,,,,,,
2017,Lingewaal,11158,5571,5587,,,,,,,,,,
2008,Lingewaard,44617,22178,22439,,,,,,,,,,
2009,Lingewaard,45084,22398,22686,,,,,,,,,,
2010,Lingewaard,45445,22567,22878,,,,,,,,,,
2011,Lingewaard,45589,22583,23006,,,,,,,,,,
2012,Lingewaard,45770,22704,23066,,,,,,,,,,
2013,Lingewaard,45818,22736,23082,,,,,,,,,,
2014,Lingewaard,45776,22729,23047,,,,,,,,,,
2015,Lingewaard,45788,22733,23055,,,,,,,,,,
2016,Lingewaard,45950,22774,23176,,,,,,,,,,
2017,Lingewaard,46182,22898,23284,,,,,,,,,,
2008,Lisse,22131,10896,11235,,,,,,,,,,
2009,Lisse,22301,10990,11311,,,,,,,,,,
2010,Lisse,22335,10991,11344,,,,,,,,,,
2011,Lisse,22685,11159,11526,,,,,,,,,,
2012,Lisse,22511,11087,11424,,,,,,,,,,
2013,Lisse,22393,11045,11348,,,,,,,,,,
2014,Lisse,22336,11007,11329,,,,,,,,,,
2015,Lisse,22539,11079,11460,,,,,,,,,,
2016,Lisse,22606,11107,11499,,,,,,,,,,
2017,Lisse,22717,11178,11539,,,,,,,,,,
2008,Lith,6716,3416,3300,,,,,,,,,,
2009,Lith,6667,3396,3271,,,,,,,,,,
2010,Lith,6651,3385,3266,,,,,,,,,,
2011,Lith,,,,,,,,,,,,,
2012,Lith,,,,,,,,,,,,,
2013,Lith,,,,,,,,,,,,,
2014,Lith,,,,,,,,,,,,,
2015,Lith,,,,,,,,,,,,,
2016,Lith,,,,,,,,,,,,,
2017,Lith,,,,,,,,,,,,,
2008,Littenseradiel,10885,5505,5380,,,,,,,,,,
2009,Littenseradiel,10932,5535,5397,,,,,,,,,,
2010,Littenseradiel,10924,5555,5369,,,,,,,,,,
2011,Littenseradiel,10998,5600,5398,,,,,,,,,,
2012,Littenseradiel,10925,5543,5382,,,,,,,,,,
2013,Littenseradiel,10948,5566,5382,,,,,,,,,,
2014,Littenseradiel,10926,5573,5353,,,,,,,,,,
2015,Littenseradiel,10879,5542,5337,,,,,,,,,,
2016,Littenseradiel,10833,5511,5322,,,,,,,,,,
2017,Littenseradiel,10746,5495,5251,,,,,,,,,,
2008,Lochem,33045,16161,16884,,,,,,,,,,
2009,Lochem,33313,16317,16996,,,,,,,,,,
2010,Lochem,33395,16403,16992,,,,,,,,,,
2011,Lochem,33278,16372,16906,,,,,,,,,,
2012,Lochem,33263,16320,16943,,,,,,,,,,
2013,Lochem,33308,16342,16966,,,,,,,,,,
2014,Lochem,33248,16321,16927,,,,,,,,,,
2015,Lochem,33244,16330,16914,,,,,,,,,,
2016,Lochem,33333,16433,16900,,,,,,,,,,
2017,Lochem,33545,16569,16976,,,,,,,,,,
2008,Loenen,8280,4054,4226,,,,,,,,,,
2009,Loenen,8447,4132,4315,,,,,,,,,,
2010,Loenen,8504,4165,4339,,,,,,,,,,
2011,Loenen,,,,,,,,,,,,,
2012,Loenen,,,,,,,,,,,,,
2013,Loenen,,,,,,,,,,,,,
2014,Loenen,,,,,,,,,,,,,
2015,Loenen,,,,,,,,,,,,,
2016,Loenen,,,,,,,,,,,,,
2017,Loenen,,,,,,,,,,,,,
2008,Loon op Zand,22885,11338,11547,,,,,,,,,,
2009,Loon op Zand,22934,11344,11590,,,,,,,,,,
2010,Loon op Zand,23016,11379,11637,,,,,,,,,,
2011,Loon op Zand,22973,11341,11632,,,,,,,,,,
2012,Loon op Zand,23071,11424,11647,,,,,,,,,,
2013,Loon op Zand,23083,11430,11653,,,,,,,,,,
2014,Loon op Zand,23080,11421,11659,,,,,,,,,,
2015,Loon op Zand,22960,11378,11582,,,,,,,,,,
2016,Loon op Zand,22929,11345,11584,,,,,,,,,,
2017,Loon op Zand,23093,11461,11632,,,,,,,,,,
2008,Loosdrecht,,,,,,,,,,,,,
2009,Loosdrecht,,,,,,,,,,,,,
2010,Loosdrecht,,,,,,,,,,,,,
2011,Loosdrecht,,,,,,,,,,,,,
2012,Loosdrecht,,,,,,,,,,,,,
2013,Loosdrecht,,,,,,,,,,,,,
2014,Loosdrecht,,,,,,,,,,,,,
2015,Loosdrecht,,,,,,,,,,,,,
2016,Loosdrecht,,,,,,,,,,,,,
2017,Loosdrecht,,,,,,,,,,,,,
2008,Lopik,14047,7154,6893,,,,,,,,,,
2009,Lopik,14156,7195,6961,,,,,,,,,,
2010,Lopik,14174,7207,6967,,,,,,,,,,
2011,Lopik,14121,7164,6957,,,,,,,,,,
2012,Lopik,14050,7155,6895,,,,,,,,,,
2013,Lopik,13992,7118,6874,,,,,,,,,,
2014,Lopik,13999,7111,6888,,,,,,,,,,
2015,Lopik,14099,7170,6929,,,,,,,,,,
2016,Lopik,14156,7189,6967,,,,,,,,,,
2017,Lopik,14208,7194,7014,,,,,,,,,,
2008,Loppersum,10702,5408,5294,,,,,,,,,,
2009,Loppersum,10543,5337,5206,,,,,,,,,,
2010,Loppersum,10452,5313,5139,,,,,,,,,,
2011,Loppersum,10478,5342,5136,,,,,,,,,,
2012,Loppersum,10366,5284,5082,,,,,,,,,,
2013,Loppersum,10292,5208,5084,,,,,,,,,,
2014,Loppersum,10196,5157,5039,,,,,,,,,,
2015,Loppersum,10140,5110,5030,,,,,,,,,,
2016,Loppersum,10042,5080,4962,,,,,,,,,,
2017,Loppersum,9914,5021,4893,,,,,,,,,,
2008,Losser,22492,11256,11236,,,,,,,,,,
2009,Losser,22589,11302,11287,,,,,,,,,,
2010,Losser,22647,11355,11292,,,,,,,,,,
2011,Losser,22664,11377,11287,,,,,,,,,,
2012,Losser,22673,11395,11278,,,,,,,,,,
2013,Losser,22554,11329,11225,,,,,,,,,,
2014,Losser,22612,11344,11268,,,,,,,,,,
2015,Losser,22467,11295,11172,,,,,,,,,,
2016,Losser,22444,11260,11184,,,,,,,,,,
2017,Losser,22482,11312,11170,,,,,,,,,,
2008,Luyksgestel,,,,,,,,,,,,,
2009,Luyksgestel,,,,,,,,,,,,,
2010,Luyksgestel,,,,,,,,,,,,,
2011,Luyksgestel,,,,,,,,,,,,,
2012,Luyksgestel,,,,,,,,,,,,,
2013,Luyksgestel,,,,,,,,,,,,,
2014,Luyksgestel,,,,,,,,,,,,,
2015,Luyksgestel,,,,,,,,,,,,,
2016,Luyksgestel,,,,,,,,,,,,,
2017,Luyksgestel,,,,,,,,,,,,,
2008,Maarheeze,,,,,,,,,,,,,
2009,Maarheeze,,,,,,,,,,,,,
2010,Maarheeze,,,,,,,,,,,,,
2011,Maarheeze,,,,,,,,,,,,,
2012,Maarheeze,,,,,,,,,,,,,
2013,Maarheeze,,,,,,,,,,,,,
2014,Maarheeze,,,,,,,,,,,,,
2015,Maarheeze,,,,,,,,,,,,,
2016,Maarheeze,,,,,,,,,,,,,
2017,Maarheeze,,,,,,,,,,,,,
2008,Maarn,,,,,,,,,,,,,
2009,Maarn,,,,,,,,,,,,,
2010,Maarn,,,,,,,,,,,,,
2011,Maarn,,,,,,,,,,,,,
2012,Maarn,,,,,,,,,,,,,
2013,Maarn,,,,,,,,,,,,,
2014,Maarn,,,,,,,,,,,,,
2015,Maarn,,,,,,,,,,,,,
2016,Maarn,,,,,,,,,,,,,
2017,Maarn,,,,,,,,,,,,,
2008,Maarssen,39361,19282,20079,,,,,,,,,,
2009,Maarssen,39636,19403,20233,,,,,,,,,,
2010,Maarssen,39663,19366,20297,,,,,,,,,,
2011,Maarssen,,,,,,,,,,,,,
2012,Maarssen,,,,,,,,,,,,,
2013,Maarssen,,,,,,,,,,,,,
2014,Maarssen,,,,,,,,,,,,,
2015,Maarssen,,,,,,,,,,,,,
2016,Maarssen,,,,,,,,,,,,,
2017,Maarssen,,,,,,,,,,,,,
2008,Maartensdijk,,,,,,,,,,,,,
2009,Maartensdijk,,,,,,,,,,,,,
2010,Maartensdijk,,,,,,,,,,,,,
2011,Maartensdijk,,,,,,,,,,,,,
2012,Maartensdijk,,,,,,,,,,,,,
2013,Maartensdijk,,,,,,,,,,,,,
2014,Maartensdijk,,,,,,,,,,,,,
2015,Maartensdijk,,,,,,,,,,,,,
2016,Maartensdijk,,,,,,,,,,,,,
2017,Maartensdijk,,,,,,,,,,,,,
2008,Maasbracht,,,,,,,,,,,,,
2009,Maasbracht,,,,,,,,,,,,,
2010,Maasbracht,,,,,,,,,,,,,
2011,Maasbracht,,,,,,,,,,,,,
2012,Maasbracht,,,,,,,,,,,,,
2013,Maasbracht,,,,,,,,,,,,,
2014,Maasbracht,,,,,,,,,,,,,
2015,Maasbracht,,,,,,,,,,,,,
2016,Maasbracht,,,,,,,,,,,,,
2017,Maasbracht,,,,,,,,,,,,,
2008,Maasbree,12939,6587,6352,,,,,,,,,,
2009,Maasbree,13065,6653,6412,,,,,,,,,,
2010,Maasbree,,,,,,,,,,,,,
2011,Maasbree,,,,,,,,,,,,,
2012,Maasbree,,,,,,,,,,,,,
2013,Maasbree,,,,,,,,,,,,,
2014,Maasbree,,,,,,,,,,,,,
2015,Maasbree,,,,,,,,,,,,,
2016,Maasbree,,,,,,,,,,,,,
2017,Maasbree,,,,,,,,,,,,,
2008,Maasdonk,11260,5637,5623,,,,,,,,,,
2009,Maasdonk,11260,5648,5612,,,,,,,,,,
2010,Maasdonk,11268,5638,5630,,,,,,,,,,
2011,Maasdonk,11254,5642,5612,,,,,,,,,,
2012,Maasdonk,11259,5644,5615,,,,,,,,,,
2013,Maasdonk,11220,5623,5597,,,,,,,,,,
2014,Maasdonk,11242,5663,5579,,,,,,,,,,
2015,Maasdonk,,,,,,,,,,,,,
2016,Maasdonk,,,,,,,,,,,,,
2017,Maasdonk,,,,,,,,,,,,,
2008,Maasdriel,23631,11906,11725,,,,,,,,,,
2009,Maasdriel,23798,12013,11785,,,,,,,,,,
2010,Maasdriel,23756,11969,11787,,,,,,,,,,
2011,Maasdriel,23970,12095,11875,,,,,,,,,,
2012,Maasdriel,24022,12120,11902,,,,,,,,,,
2013,Maasdriel,24092,12163,11929,,,,,,,,,,
2014,Maasdriel,24156,12212,11944,,,,,,,,,,
2015,Maasdriel,24185,12221,11964,,,,,,,,,,
2016,Maasdriel,24084,12176,11908,,,,,,,,,,
2017,Maasdriel,24250,12300,11950,,,,,,,,,,
2008,Maasgouw,24545,12268,12277,,,,,,,,,,
2009,Maasgouw,24473,12214,12259,,,,,,,,,,
2010,Maasgouw,24275,12083,12192,,,,,,,,,,
2011,Maasgouw,24272,12137,12135,,,,,,,,,,
2012,Maasgouw,24095,12037,12058,,,,,,,,,,
2013,Maasgouw,24017,12039,11978,,,,,,,,,,
2014,Maasgouw,23907,11987,11920,,,,,,,,,,
2015,Maasgouw,23766,11895,11871,,,,,,,,,,
2016,Maasgouw,23757,11930,11827,,,,,,,,,,
2017,Maasgouw,23774,11945,11829,,,,,,,,,,
2008,Maasland,,,,,,,,,,,,,
2009,Maasland,,,,,,,,,,,,,
2010,Maasland,,,,,,,,,,,,,
2011,Maasland,,,,,,,,,,,,,
2012,Maasland,,,,,,,,,,,,,
2013,Maasland,,,,,,,,,,,,,
2014,Maasland,,,,,,,,,,,,,
2015,Maasland,,,,,,,,,,,,,
2016,Maasland,,,,,,,,,,,,,
2017,Maasland,,,,,,,,,,,,,
2008,Maassluis,31394,15365,16029,,,,,,,,,,
2009,Maassluis,31389,15396,15993,,,,,,,,,,
2010,Maassluis,31591,15516,16075,,,,,,,,,,
2011,Maassluis,31910,15659,16251,,,,,,,,,,
2012,Maassluis,31849,15603,16246,,,,,,,,,,
2013,Maassluis,31985,15697,16288,,,,,,,,,,
2014,Maassluis,32080,15711,16369,,,,,,,,,,
2015,Maassluis,32201,15762,16439,,,,,,,,,,
2016,Maassluis,32292,15829,16463,,,,,,,,,,
2017,Maassluis,32450,15917,16533,,,,,,,,,,
2008,Maastricht,118004,56631,61373,,,,,,,,,,
2009,Maastricht,118286,56767,61519,,,,,,,,,,
2010,Maastricht,118533,56957,61576,,,,,,,,,,
2011,Maastricht,119664,57538,62126,,,,,,,,,,
2012,Maastricht,121050,58231,62819,,,,,,,,,,
2013,Maastricht,121819,58564,63255,,,,,,,,,,
2014,Maastricht,122488,58854,63634,,,,,,,,,,
2015,Maastricht,122397,58799,63598,,,,,,,,,,
2016,Maastricht,122533,58909,63624,,,,,,,,,,
2017,Maastricht,122753,58955,63798,,,,,,,,,,
2008,Made,,,,,,,,,,,,,
2009,Made,,,,,,,,,,,,,
2010,Made,,,,,,,,,,,,,
2011,Made,,,,,,,,,,,,,
2012,Made,,,,,,,,,,,,,
2013,Made,,,,,,,,,,,,,
2014,Made,,,,,,,,,,,,,
2015,Made,,,,,,,,,,,,,
2016,Made,,,,,,,,,,,,,
2017,Made,,,,,,,,,,,,,
2008,Made en Drimmelen,,,,,,,,,,,,,
2009,Made en Drimmelen,,,,,,,,,,,,,
2010,Made en Drimmelen,,,,,,,,,,,,,
2011,Made en Drimmelen,,,,,,,,,,,,,
2012,Made en Drimmelen,,,,,,,,,,,,,
2013,Made en Drimmelen,,,,,,,,,,,,,
2014,Made en Drimmelen,,,,,,,,,,,,,
2015,Made en Drimmelen,,,,,,,,,,,,,
2016,Made en Drimmelen,,,,,,,,,,,,,
2017,Made en Drimmelen,,,,,,,,,,,,,
2008,Margraten,13531,6840,6691,,,,,,,,,,
2009,Margraten,13345,6777,6568,,,,,,,,,,
2010,Margraten,13404,6764,6640,,,,,,,,,,
2011,Margraten,,,,,,,,,,,,,
2012,Margraten,,,,,,,,,,,,,
2013,Margraten,,,,,,,,,,,,,
2014,Margraten,,,,,,,,,,,,,
2015,Margraten,,,,,,,,,,,,,
2016,Margraten,,,,,,,,,,,,,
2017,Margraten,,,,,,,,,,,,,
2008,Mariekerke,,,,,,,,,,,,,
2009,Mariekerke,,,,,,,,,,,,,
2010,Mariekerke,,,,,,,,,,,,,
2011,Mariekerke,,,,,,,,,,,,,
2012,Mariekerke,,,,,,,,,,,,,
2013,Mariekerke,,,,,,,,,,,,,
2014,Mariekerke,,,,,,,,,,,,,
2015,Mariekerke,,,,,,,,,,,,,
2016,Mariekerke,,,,,,,,,,,,,
2017,Mariekerke,,,,,,,,,,,,,
2008,Markelo,,,,,,,,,,,,,
2009,Markelo,,,,,,,,,,,,,
2010,Markelo,,,,,,,,,,,,,
2011,Markelo,,,,,,,,,,,,,
2012,Markelo,,,,,,,,,,,,,
2013,Markelo,,,,,,,,,,,,,
2014,Markelo,,,,,,,,,,,,,
2015,Markelo,,,,,,,,,,,,,
2016,Markelo,,,,,,,,,,,,,
2017,Markelo,,,,,,,,,,,,,
2008,De Marne,10696,5420,5276,,,,,,,,,,
2009,De Marne,10587,5361,5226,,,,,,,,,,
2010,De Marne,10527,5333,5194,,,,,,,,,,
2011,De Marne,10501,5336,5165,,,,,,,,,,
2012,De Marne,10428,5305,5123,,,,,,,,,,
2013,De Marne,10336,5259,5077,,,,,,,,,,
2014,De Marne,10209,5183,5026,,,,,,,,,,
2015,De Marne,10157,5148,5009,,,,,,,,,,
2016,De Marne,10101,5100,5001,,,,,,,,,,
2017,De Marne,10088,5100,4988,,,,,,,,,,
2008,Marum,10218,5272,4946,,,,,,,,,,
2009,Marum,10326,5326,5000,,,,,,,,,,
2010,Marum,10449,5388,5061,,,,,,,,,,
2011,Marum,10471,5396,5075,,,,,,,,,,
2012,Marum,10413,5339,5074,,,,,,,,,,
2013,Marum,10382,5309,5073,,,,,,,,,,
2014,Marum,10378,5310,5068,,,,,,,,,,
2015,Marum,10311,5316,4995,,,,,,,,,,
2016,Marum,10305,5304,5001,,,,,,,,,,
2017,Marum,10388,5364,5024,,,,,,,,,,
2008,Maurik,,,,,,,,,,,,,
2009,Maurik,,,,,,,,,,,,,
2010,Maurik,,,,,,,,,,,,,
2011,Maurik,,,,,,,,,,,,,
2012,Maurik,,,,,,,,,,,,,
2013,Maurik,,,,,,,,,,,,,
2014,Maurik,,,,,,,,,,,,,
2015,Maurik,,,,,,,,,,,,,
2016,Maurik,,,,,,,,,,,,,
2017,Maurik,,,,,,,,,,,,,
2008,Medemblik,26682,13493,13189,,,,,,,,,,
2009,Medemblik,27017,13683,13334,,,,,,,,,,
2010,Medemblik,27384,13859,13525,,,,,,,,,,
2011,Medemblik,42891,21819,21072,,,,,,,,,,
2012,Medemblik,43117,21916,21201,,,,,,,,,,
2013,Medemblik,43248,22033,21215,,,,,,,,,,
2014,Medemblik,43320,22027,21293,,,,,,,,,,
2015,Medemblik,43604,22217,21387,,,,,,,,,,
2016,Medemblik,43725,22249,21476,,,,,,,,,,
2017,Medemblik,44058,22427,21631,,,,,,,,,,
2008,Meerlo-Wanssum,7672,3916,3756,,,,,,,,,,
2009,Meerlo-Wanssum,7767,3961,3806,,,,,,,,,,
2010,Meerlo-Wanssum,,,,,,,,,,,,,
2011,Meerlo-Wanssum,,,,,,,,,,,,,
2012,Meerlo-Wanssum,,,,,,,,,,,,,
2013,Meerlo-Wanssum,,,,,,,,,,,,,
2014,Meerlo-Wanssum,,,,,,,,,,,,,
2015,Meerlo-Wanssum,,,,,,,,,,,,,
2016,Meerlo-Wanssum,,,,,,,,,,,,,
2017,Meerlo-Wanssum,,,,,,,,,,,,,
2008,Meerssen,19744,9728,10016,,,,,,,,,,
2009,Meerssen,19695,9694,10001,,,,,,,,,,
2010,Meerssen,19565,9613,9952,,,,,,,,,,
2011,Meerssen,19495,9575,9920,,,,,,,,,,
2012,Meerssen,19430,9553,9877,,,,,,,,,,
2013,Meerssen,19362,9550,9812,,,,,,,,,,
2014,Meerssen,19254,9481,9773,,,,,,,,,,
2015,Meerssen,19063,9427,9636,,,,,,,,,,
2016,Meerssen,19040,9407,9633,,,,,,,,,,
2017,Meerssen,19072,9398,9674,,,,,,,,,,
2008,Meierijstad,,,,,,,,,,,,,
2009,Meierijstad,,,,,,,,,,,,,
2010,Meierijstad,,,,,,,,,,,,,
2011,Meierijstad,,,,,,,,,,,,,
2012,Meierijstad,,,,,,,,,,,,,
2013,Meierijstad,,,,,,,,,,,,,
2014,Meierijstad,,,,,,,,,,,,,
2015,Meierijstad,,,,,,,,,,,,,
2016,Meierijstad,,,,,,,,,,,,,
2017,Meierijstad,79869,40052,39817,,,,,,,,,,
2008,Meijel,5956,2993,2963,,,,,,,,,,
2009,Meijel,5985,3005,2980,,,,,,,,,,
2010,Meijel,,,,,,,,,,,,,
2011,Meijel,,,,,,,,,,,,,
2012,Meijel,,,,,,,,,,,,,
2013,Meijel,,,,,,,,,,,,,
2014,Meijel,,,,,,,,,,,,,
2015,Meijel,,,,,,,,,,,,,
2016,Meijel,,,,,,,,,,,,,
2017,Meijel,,,,,,,,,,,,,
2008,Menaldumadeel,13710,6935,6775,,,,,,,,,,
2009,Menaldumadeel,13708,6937,6771,,,,,,,,,,
2010,Menaldumadeel,13748,6972,6776,,,,,,,,,,
2011,Menaldumadeel,,,,,,,,,,,,,
2012,Menaldumadeel,,,,,,,,,,,,,
2013,Menaldumadeel,,,,,,,,,,,,,
2014,Menaldumadeel,,,,,,,,,,,,,
2015,Menaldumadeel,,,,,,,,,,,,,
2016,Menaldumadeel,,,,,,,,,,,,,
2017,Menaldumadeel,,,,,,,,,,,,,
2008,Menameradiel,,,,,,,,,,,,,
2009,Menameradiel,,,,,,,,,,,,,
2010,Menameradiel,,,,,,,,,,,,,
2011,Menameradiel,13774,6979,6795,,,,,,,,,,
2012,Menameradiel,13773,7008,6765,,,,,,,,,,
2013,Menameradiel,13727,7013,6714,,,,,,,,,,
2014,Menameradiel,13673,6985,6688,,,,,,,,,,
2015,Menameradiel,13612,6960,6652,,,,,,,,,,
2016,Menameradiel,13543,6938,6605,,,,,,,,,,
2017,Menameradiel,13454,6899,6555,,,,,,,,,,
2008,Menterwolde,12498,6321,6177,,,,,,,,,,
2009,Menterwolde,12514,6334,6180,,,,,,,,,,
2010,Menterwolde,12503,6335,6168,,,,,,,,,,
2011,Menterwolde,12385,6304,6081,,,,,,,,,,
2012,Menterwolde,12358,6296,6062,,,,,,,,,,
2013,Menterwolde,12370,6281,6089,,,,,,,,,,
2014,Menterwolde,12258,6222,6036,,,,,,,,,,
2015,Menterwolde,12197,6176,6021,,,,,,,,,,
2016,Menterwolde,12233,6193,6040,,,,,,,,,,
2017,Menterwolde,12162,6181,5981,,,,,,,,,,
2008,Meppel,31536,15310,16226,,,,,,,,,,
2009,Meppel,32026,15571,16455,,,,,,,,,,
2010,Meppel,32378,15790,16588,,,,,,,,,,
2011,Meppel,32511,15836,16675,,,,,,,,,,
2012,Meppel,32573,15919,16654,,,,,,,,,,
2013,Meppel,32726,16020,16706,,,,,,,,,,
2014,Meppel,32867,16077,16790,,,,,,,,,,
2015,Meppel,32799,16046,16753,,,,,,,,,,
2016,Meppel,32794,16040,16754,,,,,,,,,,
2017,Meppel,33025,16137,16888,,,,,,,,,,
2008,Middelburg (Z.),47325,23049,24276,,,,,,,,,,
2009,Middelburg (Z.),47559,23219,24340,,,,,,,,,,
2010,Middelburg (Z.),47997,23430,24567,,,,,,,,,,
2011,Middelburg (Z.),48030,23384,24646,,,,,,,,,,
2012,Middelburg (Z.),47768,23242,24526,,,,,,,,,,
2013,Middelburg (Z.),47523,23044,24479,,,,,,,,,,
2014,Middelburg (Z.),47642,23147,24495,,,,,,,,,,
2015,Middelburg (Z.),47613,23104,24509,,,,,,,,,,
2016,Middelburg (Z.),47873,23245,24628,,,,,,,,,,
2017,Middelburg (Z.),48019,23331,24688,,,,,,,,,,
2008,Middelharnis,17689,8638,9051,,,,,,,,,,
2009,Middelharnis,17985,8815,9170,,,,,,,,,,
2010,Middelharnis,17950,8804,9146,,,,,,,,,,
2011,Middelharnis,18050,8846,9204,,,,,,,,,,
2012,Middelharnis,18049,8855,9194,,,,,,,,,,
2013,Middelharnis,,,,,,,,,,,,,
2014,Middelharnis,,,,,,,,,,,,,
2015,Middelharnis,,,,,,,,,,,,,
2016,Middelharnis,,,,,,,,,,,,,
2017,Middelharnis,,,,,,,,,,,,,
2008,Midden-Delfland,17451,8907,8544,,,,,,,,,,
2009,Midden-Delfland,17598,8968,8630,,,,,,,,,,
2010,Midden-Delfland,17890,9097,8793,,,,,,,,,,
2011,Midden-Delfland,18154,9188,8966,,,,,,,,,,
2012,Midden-Delfland,18225,9235,8990,,,,,,,,,,
2013,Midden-Delfland,18251,9222,9029,,,,,,,,,,
2014,Midden-Delfland,18456,9333,9123,,,,,,,,,,
2015,Midden-Delfland,18709,9461,9248,,,,,,,,,,
2016,Midden-Delfland,18873,9518,9355,,,,,,,,,,
